"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 28, 2013","655.0464","658.0300","659.2100","652.3500","-","-0.42%"
"Apr 01, 2013","653.0965","652.9600","654.7800","649.1800","-","-0.30%"
"Apr 02, 2013","651.8654","653.5100","655.9500","649.3000","-","-0.19%"
"Apr 03, 2013","638.6690","650.2400","650.8700","637.3600","-","-2.02%"
"Apr 04, 2013","632.9982","638.4200","640.2500","628.7900","-","-0.89%"
"Apr 05, 2013","628.2562","633.6300","633.9400","626.4900","-","-0.75%"
"Apr 08, 2013","632.3142","629.8000","634.9300","628.6000","-","0.65%"
"Apr 09, 2013","637.0866","633.8400","637.6000","630.7300","-","0.75%"
"Apr 10, 2013","636.0333","636.4300","638.1500","633.4500","-","-0.17%"
"Apr 11, 2013","631.6086","635.6900","636.8400","629.9400","-","-0.70%"
"Apr 12, 2013","623.1648","631.3800","631.9700","617.5500","-","-1.34%"
"Apr 15, 2013","608.8317","620.1600","620.1600","606.7000","-","-2.30%"
"Apr 16, 2013","609.9061","598.4600","610.6400","597.9600","-","0.18%"
"Apr 17, 2013","600.9702","610.9200","611.5100","599.1300","-","-1.47%"
"Apr 18, 2013","606.0103","596.3800","608.1500","596.3600","-","0.84%"
"Apr 19, 2013","607.4984","607.0300","610.3100","605.3800","-","0.25%"
"Apr 22, 2013","609.1019","608.1000","612.0600","603.5400","-","0.26%"
"Apr 23, 2013","607.1079","607.8800","608.7400","602.1300","-","-0.33%"
"Apr 24, 2013","614.6510","607.8500","615.1400","607.2400","-","1.24%"
"Apr 25, 2013","625.1523","616.1400","625.6600","614.8400","-","1.71%"
"Apr 26, 2013","622.2910","624.3600","624.6900","618.4900","-","-0.46%"
"Apr 29, 2013","629.9909","621.8400","630.5300","621.0000","-","1.24%"
"Apr 30, 2013","624.4350","629.5600","630.9600","622.7500","-","-0.88%"
"May 01, 2013","611.0557","621.1100","622.6300","608.0800","-","-2.14%"
"May 02, 2013","622.6174","612.0200","623.1500","611.0000","-","1.89%"
"May 03, 2013","631.0843","623.2800","633.1400","622.2400","-","1.36%"
"May 06, 2013","632.7378","633.8300","634.0600","627.8600","-","0.26%"
"May 07, 2013","630.4661","631.5300","633.8700","628.3100","-","-0.36%"
"May 08, 2013","632.8467","630.0200","634.3100","627.9700","-","0.38%"
"May 09, 2013","634.9116","632.9900","634.8500","629.0400","-","0.33%"
"May 10, 2013","629.3628","633.7200","633.9600","620.7900","-","-0.87%"
"May 13, 2013","627.8696","627.3800","631.1500","625.3000","-","-0.24%"
"May 14, 2013","625.5380","629.0000","629.5400","624.2200","-","-0.37%"
"May 15, 2013","624.9074","626.0200","626.0300","616.4600","-","-0.10%"
"May 16, 2013","627.9945","624.7900","629.4400","621.8300","-","0.49%"
"May 17, 2013","632.0483","627.7200","633.4300","626.6800","-","0.65%"
"May 20, 2013","635.0171","632.6800","636.3200","629.4800","-","0.47%"
"May 21, 2013","631.0242","635.6000","636.2400","628.7300","-","-0.63%"
"May 22, 2013","625.9630","629.8400","631.1900","624.8100","-","-0.80%"
"May 23, 2013","624.8553","622.9300","625.2300","617.4400","-","-0.18%"
"May 24, 2013","624.3971","625.2300","625.5100","620.4500","-","-0.07%"
"May 28, 2013","630.5662","624.3600","633.4800","623.6600","-","0.99%"
"May 29, 2013","623.3458","629.8500","630.6400","622.4900","-","-1.15%"
"May 30, 2013","622.4564","622.9800","624.7600","617.1800","-","-0.14%"
"May 31, 2013","615.4581","622.6900","623.5000","615.1800","-","-1.12%"
"Jun 03, 2013","622.5588","615.7200","623.9300","613.5000","-","1.15%"
"Jun 04, 2013","625.6363","621.7700","628.5400","619.3500","-","0.49%"
"Jun 05, 2013","626.5761","626.6100","631.1300","626.1200","-","0.15%"
"Jun 06, 2013","628.7049","626.5200","629.9600","625.3300","-","0.34%"
"Jun 07, 2013","631.0503","627.4600","633.1400","623.2900","-","0.37%"
"Jun 10, 2013","626.8574","629.4400","630.1600","625.8000","-","-0.66%"
"Jun 11, 2013","622.4197","625.8400","625.8800","617.1000","-","-0.71%"
"Jun 12, 2013","623.6184","621.2200","626.1000","618.0000","-","0.19%"
"Jun 13, 2013","626.3641","622.5400","627.0800","618.2300","-","0.44%"
"Jun 14, 2013","631.2361","626.4200","633.4200","625.5000","-","0.78%"
"Jun 17, 2013","630.5248","631.2100","633.6600","629.1600","-","-0.11%"
"Jun 18, 2013","633.0068","630.5500","633.5400","628.6700","-","0.39%"
"Jun 19, 2013","635.8400","632.9400","637.4000","632.5900","-","0.45%"
"Jun 20, 2013","616.4629","633.4900","633.5100","614.8500","-","-3.05%"
"Jun 21, 2013","610.0424","616.3700","619.2000","607.6800","-","-1.04%"
"Jun 24, 2013","610.3036","609.5400","612.1400","604.5700","-","0.04%"
"Jun 25, 2013","611.8256","610.1500","615.4900","608.7500","-","0.25%"
"Jun 26, 2013","610.9338","611.6200","612.4100","605.9100","-","-0.15%"
"Jun 27, 2013","615.8807","611.0900","617.7500","611.0900","-","0.81%"
"Jun 28, 2013","611.2961","615.5300","618.5900","611.1400","-","-0.74%"
"Jul 01, 2013","616.0150","611.2300","618.3400","609.2900","-","0.77%"
"Jul 02, 2013","621.0342","615.8100","621.4700","615.6300","-","0.81%"
"Jul 03, 2013","629.3824","627.4200","631.2600","625.0200","-","1.34%"
"Jul 05, 2013","634.0196","628.6200","634.5400","627.2100","-","0.74%"
"Jul 08, 2013","634.8262","633.8600","636.3400","631.3600","-","0.13%"
"Jul 09, 2013","637.1723","634.1000","637.5400","632.5900","-","0.37%"
"Jul 10, 2013","644.3103","638.3000","644.6200","637.3700","-","1.12%"
"Jul 11, 2013","641.5586","643.9500","647.5700","638.3700","-","-0.43%"
"Jul 12, 2013","644.6265","640.9200","645.4200","638.9100","-","0.48%"
"Jul 15, 2013","644.4035","644.6600","645.3700","639.6300","-","-0.03%"
"Jul 16, 2013","645.9944","644.3500","648.9100","643.7300","-","0.25%"
"Jul 17, 2013","646.6482","645.3400","647.1000","641.9600","-","0.10%"
"Jul 18, 2013","651.0458","646.1600","651.7600","644.8200","-","0.68%"
"Jul 19, 2013","650.6580","651.1800","654.1600","647.3300","-","-0.06%"
"Jul 22, 2013","648.4252","651.1700","653.5000","647.5800","-","-0.34%"
"Jul 23, 2013","648.6203","648.9000","649.3600","644.7000","-","0.03%"
"Jul 24, 2013","642.0967","647.9900","649.8000","640.2300","-","-1.01%"
"Jul 25, 2013","640.6805","640.9800","642.1800","636.6100","-","-0.22%"
"Jul 26, 2013","636.8110","640.6800","641.5100","634.3100","-","-0.60%"
"Jul 29, 2013","636.4790","636.3800","639.3500","633.6700","-","-0.05%"
"Jul 30, 2013","632.0926","636.0900","636.2900","630.5600","-","-0.69%"
"Jul 31, 2013","638.6382","633.2500","639.2100","629.0000","-","1.04%"
"Aug 01, 2013","646.7705","638.9900","647.1300","638.9900","-","1.27%"
"Aug 02, 2013","642.7448","648.0400","649.3100","641.7000","-","-0.62%"
"Aug 05, 2013","639.5888","642.4200","645.1900","635.9000","-","-0.49%"
"Aug 06, 2013","634.8319","639.1500","642.2500","633.1600","-","-0.74%"
"Aug 07, 2013","629.6989","634.2000","634.5600","629.0100","-","-0.81%"
"Aug 08, 2013","627.9549","630.1000","632.2600","623.1500","-","-0.28%"
"Aug 09, 2013","634.7135","628.7400","635.0600","628.1100","-","1.08%"
"Aug 12, 2013","638.8770","634.0800","639.3500","633.0800","-","0.66%"
"Aug 13, 2013","641.2315","638.2900","643.7300","638.0900","-","0.37%"
"Aug 14, 2013","643.6812","640.9000","644.0300","638.1400","-","0.38%"
"Aug 15, 2013","648.8604","643.6600","649.6800","643.6600","-","0.80%"
"Aug 16, 2013","649.9249","648.9900","651.1900","646.4200","-","0.16%"
"Aug 19, 2013","649.5228","650.7500","653.0100","648.0700","-","-0.06%"
"Aug 20, 2013","645.4458","649.4600","650.1500","642.9900","-","-0.63%"
"Aug 21, 2013","642.3028","645.4700","645.4800","641.6700","-","-0.49%"
"Aug 22, 2013","643.2897","642.2900","644.9900","641.3200","-","0.15%"
"Aug 23, 2013","649.3954","643.8900","650.8500","642.9200","-","0.95%"
"Aug 26, 2013","650.6602","651.4100","653.3900","649.4300","-","0.19%"
"Aug 27, 2013","662.9562","650.5800","663.8700","650.0400","-","1.89%"
"Aug 28, 2013","668.6009","664.5200","675.4400","663.9700","-","0.85%"
"Aug 29, 2013","663.4837","666.9000","668.8600","662.7200","-","-0.77%"
"Aug 30, 2013","657.0511","660.5600","662.1900","655.0500","-","-0.97%"
"Sep 03, 2013","660.6612","657.4400","661.8100","655.9600","-","0.55%"
"Sep 04, 2013","656.0696","660.6400","660.6400","654.2000","-","-0.70%"
"Sep 05, 2013","657.0682","656.2500","658.6500","653.8800","-","0.15%"
"Sep 06, 2013","664.3283","657.3000","664.8100","656.4500","-","1.10%"
"Sep 09, 2013","657.1342","663.7200","663.7200","655.5500","-","-1.08%"
"Sep 10, 2013","647.1267","656.2900","656.2900","644.4100","-","-1.52%"
"Sep 11, 2013","647.5087","645.6000","650.5400","645.1700","-","0.06%"
"Sep 12, 2013","652.2644","646.9000","652.9600","645.4000","-","0.73%"
"Sep 13, 2013","650.0170","651.6600","652.1900","646.2900","-","-0.34%"
"Sep 16, 2013","644.1862","650.3200","650.3200","641.2800","-","-0.90%"
"Sep 17, 2013","636.2963","643.0700","643.9900","633.7500","-","-1.22%"
"Sep 18, 2013","645.9202","635.9600","647.4400","634.9800","-","1.51%"
"Sep 19, 2013","643.2703","648.1700","652.4300","642.4100","-","-0.41%"
"Sep 20, 2013","638.6250","643.1600","644.1300","637.3500","-","-0.72%"
"Sep 23, 2013","633.4220","638.4100","639.2200","632.4600","-","-0.81%"
"Sep 24, 2013","632.5898","632.5300","633.7400","628.2700","-","-0.13%"
"Sep 25, 2013","633.8201","633.1300","638.1200","632.7600","-","0.19%"
"Sep 26, 2013","637.0265","632.6800","637.1600","631.8900","-","0.51%"
"Sep 27, 2013","636.3870","637.0300","639.7400","634.2400","-","-0.10%"
"Sep 30, 2013","632.3998","634.2500","634.2500","629.1100","-","-0.63%"
"Oct 01, 2013","629.4935","632.4400","632.4600","625.1100","-","-0.46%"
"Oct 02, 2013","637.1802","628.6200","637.7600","627.3500","-","1.22%"
"Oct 03, 2013","635.7327","637.2200","640.1100","634.2900","-","-0.23%"
"Oct 04, 2013","637.2396","635.7000","639.1000","634.6500","-","0.24%"
"Oct 07, 2013","638.0166","637.0400","640.0300","631.0300","-","0.12%"
"Oct 08, 2013","640.4173","638.0400","643.0900","637.2600","-","0.38%"
"Oct 09, 2013","633.3587","640.1800","640.4500","631.0800","-","-1.10%"
"Oct 10, 2013","642.0537","633.2900","643.5700","633.2900","-","1.37%"
"Oct 11, 2013","638.4516","641.7800","641.8300","634.2500","-","-0.56%"
"Oct 14, 2013","639.4408","638.4400","640.7100","634.5600","-","0.15%"
"Oct 15, 2013","636.3797","639.2600","640.6600","634.5800","-","-0.48%"
"Oct 16, 2013","641.2713","636.4400","644.0900","635.1700","-","0.77%"
"Oct 17, 2013","634.9619","641.2700","641.6000","633.2700","-","-0.98%"
"Oct 18, 2013","638.6199","635.4300","640.5800","634.8500","-","0.58%"
"Oct 21, 2013","634.8127","638.7000","639.1500","634.3100","-","-0.60%"
"Oct 22, 2013","632.6527","634.7400","639.4700","632.4100","-","-0.34%"
"Oct 23, 2013","623.9108","632.3900","632.5000","623.3600","-","-1.38%"
"Oct 24, 2013","622.8434","623.9400","626.6900","620.0100","-","-0.17%"
"Oct 25, 2013","624.3594","622.9800","625.1200","621.2200","-","0.24%"
"Oct 28, 2013","629.6935","624.0200","630.1300","623.4000","-","0.85%"
"Oct 29, 2013","627.6703","629.7300","629.7300","625.8600","-","-0.32%"
"Oct 30, 2013","627.2081","627.6200","628.9900","626.0100","-","-0.07%"
"Oct 31, 2013","622.5243","626.8600","627.7700","621.9300","-","-0.75%"
"Nov 01, 2013","612.2367","622.5400","624.3700","611.5800","-","-1.65%"
"Nov 04, 2013","610.6627","612.3800","613.5000","608.4100","-","-0.26%"
"Nov 05, 2013","606.7703","610.8500","611.9200","606.3900","-","-0.64%"
"Nov 06, 2013","609.7336","607.7800","612.4400","607.7700","-","0.49%"
"Nov 07, 2013","605.0226","610.1000","610.2400","604.6300","-","-0.77%"
"Nov 08, 2013","609.9472","605.9000","610.7800","604.6900","-","0.81%"
"Nov 11, 2013","614.1986","610.5200","614.7400","609.8200","-","0.70%"
"Nov 12, 2013","609.2531","614.0800","616.6800","608.3300","-","-0.81%"
"Nov 13, 2013","613.7018","609.7200","614.9200","609.6000","-","0.73%"
"Nov 14, 2013","616.7963","614.0500","619.4900","613.1400","-","0.50%"
"Nov 15, 2013","616.9154","616.9400","618.4600","615.2300","-","0.02%"
"Nov 18, 2013","613.9487","616.9200","617.9600","612.4900","-","-0.48%"
"Nov 19, 2013","611.6722","613.8400","615.0700","611.2700","-","-0.37%"
"Nov 20, 2013","614.1858","612.2400","615.4700","610.3100","-","0.41%"
"Nov 21, 2013","622.2325","613.7400","622.4200","612.8700","-","1.31%"
"Nov 22, 2013","624.3744","622.2300","626.7500","620.0700","-","0.34%"
"Nov 25, 2013","622.5831","624.5400","624.5400","615.2100","-","-0.29%"
"Nov 26, 2013","622.3992","622.4800","624.9300","620.4900","-","-0.03%"
"Nov 27, 2013","620.7608","622.0500","623.8400","618.9000","-","-0.26%"
"Nov 29, 2013","620.1170","620.8900","625.3600","619.8400","-","-0.10%"
"Dec 02, 2013","623.5261","620.7400","626.1600","618.4000","-","0.55%"
"Dec 03, 2013","629.8060","623.9000","630.5200","622.4900","-","1.01%"
"Dec 04, 2013","631.8508","631.9300","633.7900","629.3800","-","0.32%"
"Dec 05, 2013","630.1550","631.9700","632.8200","629.2900","-","-0.27%"
"Dec 06, 2013","631.9390","629.6900","634.3400","629.6000","-","0.28%"
"Dec 09, 2013","628.3545","632.3100","633.6200","628.3200","-","-0.57%"
"Dec 10, 2013","630.0494","628.4600","633.2100","628.0100","-","0.27%"
"Dec 11, 2013","629.9481","629.8600","631.1400","627.6900","-","-0.02%"
"Dec 12, 2013","626.3840","629.9700","632.1300","625.3500","-","-0.57%"
"Dec 13, 2013","623.5948","626.3300","626.6100","622.1100","-","-0.45%"
"Dec 16, 2013","627.3857","623.9500","629.4400","623.0800","-","0.61%"
"Dec 17, 2013","624.2898","626.8800","627.0700","623.7400","-","-0.49%"
"Dec 18, 2013","627.8811","624.5100","628.7500","622.9500","-","0.58%"
"Dec 19, 2013","632.0027","627.6200","632.8700","626.8700","-","0.66%"
"Dec 20, 2013","637.1017","631.5900","637.1200","630.8900","-","0.81%"
"Dec 23, 2013","635.6136","637.0300","637.5100","634.8900","-","-0.23%"
"Dec 24, 2013","637.0391","635.5900","637.8100","635.0800","-","0.22%"
"Dec 26, 2013","637.7632","637.0600","638.8400","636.0200","-","0.11%"
"Dec 27, 2013","640.6666","637.6000","642.5900","637.1900","-","0.46%"
"Dec 30, 2013","635.7861","640.6000","641.9000","635.3500","-","-0.76%"
"Dec 31, 2013","632.2858","635.7500","636.0300","631.3000","-","-0.55%"
"Jan 02, 2014","620.3616","632.7500","635.0200","620.1900","-","-1.89%"
"Jan 03, 2014","614.4299","620.5000","622.2500","614.0900","-","-0.96%"
"Jan 06, 2014","613.8385","614.6200","618.2000","613.4000","-","-0.10%"
"Jan 07, 2014","615.2216","613.8600","617.6300","613.7800","-","0.23%"
"Jan 08, 2014","610.6732","612.5300","614.6100","607.7200","-","-0.74%"
"Jan 09, 2014","605.8058","609.8400","612.3100","603.5600","-","-0.80%"
"Jan 10, 2014","610.2979","606.7800","611.8300","606.7800","-","0.74%"
"Jan 13, 2014","609.4788","613.0900","614.0200","609.4788","-","-0.13%"
"Jan 14, 2014","610.1688","614.0800","615.6800","610.1688","-","0.11%"
"Jan 15, 2014","614.7237","614.4900","621.1500","613.5900","-","0.75%"
"Jan 16, 2014","613.4436","618.8200","620.2900","612.9900","-","-0.21%"
"Jan 17, 2014","615.5564","613.4400","616.5400","612.6000","-","0.34%"
"Jan 21, 2014","616.4088","614.6200","619.5900","613.5100","-","0.14%"
"Jan 22, 2014","623.2408","616.5200","623.5000","616.5200","-","1.11%"
"Jan 23, 2014","623.5968","623.2300","625.7900","622.3500","-","0.06%"
"Jan 24, 2014","624.8675","623.7500","625.6300","619.9400","-","0.20%"
"Jan 27, 2014","618.3143","624.9900","626.4400","617.6100","-","-1.05%"
"Jan 28, 2014","623.9091","618.5500","624.4800","618.5500","-","0.90%"
"Jan 29, 2014","626.9149","623.9600","627.3600","621.6100","-","0.48%"
"Jan 30, 2014","626.6394","627.0100","628.7800","625.8300","-","-0.04%"
"Jan 31, 2014","622.2558","626.3900","626.3900","621.4300","-","-0.70%"
"Feb 03, 2014","619.1096","621.8761","622.3503","617.6379","-","-0.51%"
"Feb 04, 2014","623.4410","619.9276","624.0173","618.7671","-","0.70%"
"Feb 05, 2014","624.1143","623.4999","627.9054","621.8288","-","0.11%"
"Feb 06, 2014","626.7080","624.1136","630.5578","624.1136","-","0.42%"
"Feb 07, 2014","635.1132","626.3335","635.5304","625.1177","-","1.34%"
"Feb 10, 2014","632.4907","634.9092","635.1329","632.1120","-","-0.41%"
"Feb 11, 2014","634.8264","632.6811","635.3597","632.1781","-","0.37%"
"Feb 12, 2014","636.2176","634.6973","639.9293","634.6973","-","0.22%"
"Feb 13, 2014","637.9100","636.1252","638.5352","633.3890","-","0.27%"
"Feb 14, 2014","640.0627","637.9639","640.6950","636.1986","-","0.34%"
"Feb 18, 2014","649.7930","640.1449","650.7306","640.1449","-","1.52%"
"Feb 19, 2014","653.3778","649.7215","654.3104","649.1687","-","0.55%"
"Feb 20, 2014","652.7813","652.8771","652.8993","648.9333","-","-0.09%"
"Feb 21, 2014","650.8815","652.8874","653.1683","647.9266","-","-0.29%"
"Feb 24, 2014","652.5151","650.9445","654.7819","650.0737","-","0.25%"
"Feb 25, 2014","649.0677","652.4842","652.4921","646.7821","-","-0.53%"
"Feb 26, 2014","649.6404","649.0284","651.1007","647.9014","-","0.09%"
"Feb 27, 2014","647.0659","649.5876","649.5876","646.0719","-","-0.40%"
"Feb 28, 2014","649.6444","646.5431","650.2597","644.5271","-","0.40%"
"Mar 03, 2014","660.2183","650.2828","663.4803","650.2828","-","1.63%"
"Mar 04, 2014","655.9639","660.2441","660.3952","652.0496","-","-0.64%"
"Mar 05, 2014","648.5661","655.9707","656.2872","648.0266","-","-1.13%"
"Mar 06, 2014","650.6606","648.4603","651.3496","645.9329","-","0.32%"
"Mar 07, 2014","653.2440","650.5467","653.8032","649.9905","-","0.40%"
"Mar 10, 2014","646.8420","651.9616","651.9616","645.9883","-","-0.98%"
"Mar 11, 2014","645.7290","646.3920","649.0550","644.6378","-","-0.17%"
"Mar 12, 2014","641.1055","645.0729","645.0729","638.4644","-","-0.72%"
"Mar 13, 2014","639.1954","640.9587","642.7296","637.9570","-","-0.30%"
"Mar 14, 2014","644.0486","639.3785","644.6948","638.6292","-","0.76%"
"Mar 17, 2014","637.1879","643.9999","644.8337","636.8064","-","-1.07%"
"Mar 18, 2014","642.1784","637.0445","642.3979","636.4564","-","0.78%"
"Mar 19, 2014","641.7102","642.0600","642.3453","638.4858","-","-0.07%"
"Mar 20, 2014","639.5408","641.9768","642.3242","637.0013","-","-0.34%"
"Mar 21, 2014","641.0866","638.8225","644.2390","637.6633","-","0.24%"
"Mar 24, 2014","641.4871","640.2907","644.1949","639.1577","-","0.06%"
"Mar 25, 2014","642.4064","641.4871","645.3851","640.3924","-","0.14%"
"Mar 26, 2014","643.3158","642.6484","644.3534","641.0988","-","0.14%"
"Mar 27, 2014","649.5547","643.3698","650.0883","642.6202","-","0.97%"
"Mar 28, 2014","650.6742","649.3565","652.6512","649.1188","-","0.17%"
"Mar 31, 2014","648.8570","650.7201","650.7201","644.6154","-","-0.28%"
"Apr 01, 2014","640.8338","648.6354","648.8596","639.9869","-","-1.24%"
"Apr 02, 2014","637.0378","640.8300","641.0151","634.5349","-","-0.59%"
"Apr 03, 2014","642.5384","636.8852","642.8643","635.5206","-","0.86%"
"Apr 04, 2014","645.1948","642.4491","646.5035","642.1928","-","0.41%"
"Apr 07, 2014","642.3699","645.0583","646.0842","639.3671","-","-0.44%"
"Apr 08, 2014","650.8859","643.0058","651.3910","643.0058","-","1.33%"
"Apr 09, 2014","654.2229","650.7331","654.7007","649.6502","-","0.51%"
"Apr 10, 2014","653.1036","654.1819","654.3372","651.9506","-","-0.17%"
"Apr 11, 2014","652.2555","652.4036","654.5594","651.1907","-","-0.13%"
"Apr 14, 2014","658.0415","652.3504","658.8784","652.3504","-","0.89%"
"Apr 15, 2014","658.4639","657.0414","659.4066","654.0541","-","0.06%"
"Apr 16, 2014","659.6173","658.5688","663.4610","657.2222","-","0.18%"
"Apr 17, 2014","661.2896","659.5857","662.8941","658.2570","-","0.25%"
"Apr 21, 2014","660.7144","661.2265","661.5802","658.1769","-","-0.09%"
"Apr 22, 2014","657.8063","660.4796","661.2249","655.0187","-","-0.44%"
"Apr 23, 2014","657.4853","657.8449","658.8931","656.3607","-","-0.05%"
"Apr 24, 2014","661.4892","657.9546","662.4789","657.9045","-","0.61%"
"Apr 25, 2014","657.7030","661.3951","662.0744","656.9732","-","-0.57%"
"Apr 28, 2014","654.7652","658.5455","661.2730","653.6177","-","-0.45%"
"Apr 29, 2014","658.8395","654.7987","659.7497","654.7724","-","0.62%"
"Apr 30, 2014","652.5111","657.5899","657.5899","650.2626","-","-0.96%"
"May 01, 2014","648.6089","652.3050","652.4806","646.6469","-","-0.60%"
"May 02, 2014","650.9405","648.5030","652.3068","647.9446","-","0.36%"
"May 05, 2014","648.9415","651.0726","653.2264","647.0955","-","-0.31%"
"May 06, 2014","648.9934","648.9504","651.5565","648.6943","-","0.01%"
"May 07, 2014","651.4311","648.5037","651.6855","647.1578","-","0.38%"
"May 08, 2014","649.5789","651.0716","651.4315","647.6165","-","-0.28%"
"May 09, 2014","647.2982","649.6433","653.0246","646.6411","-","-0.35%"
"May 12, 2014","648.9678","646.4343","650.7789","646.4343","-","0.26%"
"May 13, 2014","652.0264","648.6126","652.6196","647.6438","-","0.47%"
"May 14, 2014","655.2289","652.0026","656.0036","652.0026","-","0.49%"
"May 15, 2014","652.0441","654.7815","654.9656","651.1177","-","-0.49%"
"May 16, 2014","652.8556","652.0328","653.8419","651.2576","-","0.12%"
"May 19, 2014","653.8030","653.0548","655.9316","652.6864","-","0.15%"
"May 20, 2014","654.0387","653.9885","656.2183","652.9703","-","0.04%"
"May 21, 2014","658.3492","654.0394","659.3623","654.0394","-","0.66%"
"May 22, 2014","657.1738","658.3617","660.7350","656.4568","-","-0.18%"
"May 23, 2014","658.4060","657.1628","659.3585","657.0363","-","0.19%"
"May 27, 2014","655.4422","658.0773","658.5682","654.4217","-","-0.45%"
"May 28, 2014","652.8376","655.3450","656.7286","652.2643","-","-0.40%"
"May 29, 2014","654.2635","652.9998","655.6838","652.7221","-","0.22%"
"May 30, 2014","649.6324","654.1049","654.5133","649.0048","-","-0.71%"
"Jun 02, 2014","648.4599","649.2202","651.4414","647.5931","-","-0.18%"
"Jun 03, 2014","647.6040","648.4731","649.1604","646.3674","-","-0.13%"
"Jun 04, 2014","645.9893","647.5211","650.0752","645.5234","-","-0.25%"
"Jun 05, 2014","646.6336","646.0228","647.0507","643.2384","-","0.10%"
"Jun 06, 2014","646.6281","645.7093","647.5852","645.2235","-","-0.00%"
"Jun 09, 2014","651.2814","645.8786","651.6012","645.8386","-","0.72%"
"Jun 10, 2014","648.0516","650.3265","651.5555","646.5998","-","-0.50%"
"Jun 11, 2014","647.5428","647.1584","649.7037","646.9892","-","-0.08%"
"Jun 12, 2014","658.5549","646.6169","658.7049","646.6169","-","1.70%"
"Jun 13, 2014","660.4576","658.6249","664.8147","658.6249","-","0.29%"
"Jun 16, 2014","661.3156","660.6666","663.5463","660.4888","-","0.13%"
"Jun 17, 2014","661.9171","661.4366","663.9164","658.3879","-","0.09%"
"Jun 18, 2014","663.3902","661.8960","664.1585","661.0096","-","0.22%"
"Jun 19, 2014","668.0328","663.4256","669.3928","663.4256","-","0.70%"
"Jun 20, 2014","668.8627","668.2186","669.2076","666.7828","-","0.12%"
"Jun 23, 2014","665.7536","669.0073","672.5403","664.7888","-","-0.46%"
"Jun 24, 2014","667.1898","664.9087","668.0879","663.5752","-","0.22%"
"Jun 25, 2014","666.6219","667.0759","667.7188","663.6650","-","-0.09%"
"Jun 26, 2014","664.1335","666.5860","667.9828","662.3718","-","-0.37%"
"Jun 27, 2014","663.4425","664.1238","665.8483","662.4815","-","-0.10%"
"Jun 30, 2014","658.5723","663.1819","663.1819","657.6466","-","-0.73%"
"Jul 01, 2014","657.6849","658.6699","659.9107","655.4682","-","-0.13%"
"Jul 02, 2014","654.5589","657.6617","658.2800","653.4695","-","-0.48%"
"Jul 03, 2014","653.2985","654.5876","654.5876","651.9558","-","-0.19%"
"Jul 07, 2014","647.8093","653.0962","653.0962","647.2493","-","-0.84%"
"Jul 08, 2014","643.8665","647.1849","648.2140","642.8706","-","-0.61%"
"Jul 09, 2014","638.6042","643.3567","643.7201","637.8913","-","-0.82%"
"Jul 10, 2014","638.9145","638.1291","639.3615","636.0024","-","0.05%"
"Jul 11, 2014","630.7167","638.4244","638.5621","629.5782","-","-1.28%"
"Jul 14, 2014","632.2658","630.2457","632.9308","628.7334","-","0.25%"
"Jul 15, 2014","627.8405","632.2310","632.2849","623.9441","-","-0.70%"
"Jul 16, 2014","630.2010","628.3826","632.4471","628.3826","-","0.38%"
"Jul 17, 2014","633.7313","630.0699","634.6783","629.0799","-","0.56%"
"Jul 18, 2014","630.9177","633.7196","635.9486","630.2455","-","-0.44%"
"Jul 21, 2014","633.2859","630.7924","633.4959","628.4325","-","0.38%"
"Jul 22, 2014","631.4493","633.3792","636.2446","630.9543","-","-0.29%"
"Jul 23, 2014","634.0120","631.4493","634.1347","630.0263","-","0.41%"
"Jul 24, 2014","630.9107","634.1356","635.6369","630.4632","-","-0.49%"
"Jul 25, 2014","634.1709","630.9142","634.2947","628.5913","-","0.52%"
"Jul 28, 2014","631.8899","633.4459","634.7634","629.9532","-","-0.36%"
"Jul 29, 2014","630.2264","631.9436","633.1550","627.5111","-","-0.26%"
"Jul 30, 2014","627.1953","629.9330","632.0259","625.7341","-","-0.48%"
"Jul 31, 2014","621.7026","627.1937","627.1937","620.8398","-","-0.88%"
"Aug 01, 2014","617.5006","621.3291","621.9770","616.4014","-","-0.68%"
"Aug 04, 2014","620.2314","617.7204","621.8005","617.0921","-","0.44%"
"Aug 05, 2014","616.0379","620.1686","620.7648","614.7343","-","-0.68%"
"Aug 06, 2014","618.2598","616.5854","620.9514","616.5660","-","0.36%"
"Aug 07, 2014","619.1135","618.2524","620.4539","616.4465","-","0.14%"
"Aug 08, 2014","617.0670","619.1911","623.2529","615.5899","-","-0.33%"
"Aug 11, 2014","618.2003","617.5593","620.4533","616.4959","-","0.18%"
"Aug 12, 2014","612.0562","617.9657","618.0027","610.7119","-","-0.99%"
"Aug 13, 2014","613.3057","611.8423","613.5687","608.8811","-","0.20%"
"Aug 14, 2014","602.5462","613.1746","613.2166","602.1265","-","-1.75%"
"Aug 15, 2014","607.4530","602.7212","607.7006","601.9856","-","0.81%"
"Aug 18, 2014","600.3316","607.3874","607.3874","599.0916","-","-1.17%"
"Aug 19, 2014","599.4504","600.6824","602.6973","598.4285","-","-0.15%"
"Aug 20, 2014","601.3213","599.4288","602.1132","598.9143","-","0.31%"
"Aug 21, 2014","603.7175","601.2722","604.5949","597.9967","-","0.40%"
"Aug 22, 2014","602.9688","603.4222","604.9903","601.1963","-","-0.12%"
